datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
4/30/2021 6:00:00 PM,4/30/2021 2:00:00 PM,Gas,29063.8,0.34,False
4/30/2021 6:00:00 PM,4/30/2021 2:00:00 PM,Hydro,1442.2,0.02,True
4/30/2021 6:00:00 PM,4/30/2021 2:00:00 PM,Multiple Fuels,342.0,0.00,False
4/30/2021 6:00:00 PM,4/30/2021 2:00:00 PM,Nuclear,28372.6,0.33,False
4/30/2021 6:00:00 PM,4/30/2021 2:00:00 PM,Oil,202.2,0.00,False
4/30/2021 6:00:00 PM,4/30/2021 2:00:00 PM,Other,137.9,0.00,False
4/30/2021 6:00:00 PM,4/30/2021 2:00:00 PM,Other Renewables,675.9,0.01,True
4/30/2021 6:00:00 PM,4/30/2021 2:00:00 PM,Solar,2530.9,0.03,True
4/30/2021 6:00:00 PM,4/30/2021 2:00:00 PM,Storage,0.0,0.00,False
4/30/2021 6:00:00 PM,4/30/2021 2:00:00 PM,Wind,6366.1,0.07,True
4/30/2021 5:00:00 PM,4/30/2021 1:00:00 PM,Coal,16475.3,0.19,False
4/30/2021 5:00:00 PM,4/30/2021 1:00:00 PM,Gas,29058.7,0.34,False
4/30/2021 5:00:00 PM,4/30/2021 1:00:00 PM,Hydro,1323.0,0.02,True
4/30/2021 5:00:00 PM,4/30/2021 1:00:00 PM,Multiple Fuels,343.0,0.00,False
4/30/2021 5:00:00 PM,4/30/2021 1:00:00 PM,Nuclear,28380.5,0.33,False
4/30/2021 5:00:00 PM,4/30/2021 1:00:00 PM,Oil,201.3,0.00,False
4/30/2021 5:00:00 PM,4/30/2021 1:00:00 PM,Other,156.9,0.00,False
4/30/2021 5:00:00 PM,4/30/2021 1:00:00 PM,Other Renewables,700.4,0.01,True
4/30/2021 5:00:00 PM,4/30/2021 1:00:00 PM,Solar,2585.7,0.03,True
4/30/2021 5:00:00 PM,4/30/2021 1:00:00 PM,Storage,0.0,0.00,False
4/30/2021 5:00:00 PM,4/30/2021 1:00:00 PM,Wind,6685.1,0.08,True
4/30/2021 4:00:00 PM,4/30/2021 12:00:00 PM,Coal,16235.1,0.19,False
4/30/2021 4:00:00 PM,4/30/2021 12:00:00 PM,Gas,28971.0,0.34,False
4/30/2021 4:00:00 PM,4/30/2021 12:00:00 PM,Hydro,1182.5,0.01,True
