datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
1/31/2021 7:00:00 PM,1/31/2021 2:00:00 PM,Hydro,1308.7,0.01,True
1/31/2021 7:00:00 PM,1/31/2021 2:00:00 PM,Multiple Fuels,431.7,0.00,False
1/31/2021 7:00:00 PM,1/31/2021 2:00:00 PM,Nuclear,33661.7,0.33,False
1/31/2021 7:00:00 PM,1/31/2021 2:00:00 PM,Oil,172.0,0.00,False
1/31/2021 7:00:00 PM,1/31/2021 2:00:00 PM,Other,64.3,0.00,False
1/31/2021 7:00:00 PM,1/31/2021 2:00:00 PM,Other Renewables,675.0,0.00,True
1/31/2021 7:00:00 PM,1/31/2021 2:00:00 PM,Solar,129.8,0.00,True
1/31/2021 7:00:00 PM,1/31/2021 2:00:00 PM,Storage,0.0,0.00,False
1/31/2021 7:00:00 PM,1/31/2021 2:00:00 PM,Wind,6089.6,0.06,True
1/31/2021 6:00:00 PM,1/31/2021 1:00:00 PM,Coal,27682.6,0.27,False
1/31/2021 6:00:00 PM,1/31/2021 1:00:00 PM,Gas,34029.5,0.33,False
1/31/2021 6:00:00 PM,1/31/2021 1:00:00 PM,Hydro,984.4,0.01,True
1/31/2021 6:00:00 PM,1/31/2021 1:00:00 PM,Multiple Fuels,432.5,0.00,False
1/31/2021 6:00:00 PM,1/31/2021 1:00:00 PM,Nuclear,33646.7,0.32,False
1/31/2021 6:00:00 PM,1/31/2021 1:00:00 PM,Oil,173.5,0.00,False
1/31/2021 6:00:00 PM,1/31/2021 1:00:00 PM,Other,61.0,0.00,False
1/31/2021 6:00:00 PM,1/31/2021 1:00:00 PM,Other Renewables,679.7,0.00,True
1/31/2021 6:00:00 PM,1/31/2021 1:00:00 PM,Solar,156.8,0.00,True
1/31/2021 6:00:00 PM,1/31/2021 1:00:00 PM,Storage,0.0,0.00,False
1/31/2021 6:00:00 PM,1/31/2021 1:00:00 PM,Wind,6032.9,0.06,True
1/31/2021 5:00:00 PM,1/31/2021 12:00:00 PM,Coal,27771.4,0.27,False
1/31/2021 5:00:00 PM,1/31/2021 12:00:00 PM,Gas,34331.3,0.33,False
1/31/2021 5:00:00 PM,1/31/2021 12:00:00 PM,Hydro,1270.0,0.01,True
1/31/2021 5:00:00 PM,1/31/2021 12:00:00 PM,Multiple Fuels,431.7,0.00,False
1/31/2021 5:00:00 PM,1/31/2021 12:00:00 PM,Nuclear,33665.0,0.32,False
1/31/2021 5:00:00 PM,1/31/2021 12:00:00 PM,Oil,173.9,0.00,False
1/31/2021 5:00:00 PM,1/31/2021 12:00:00 PM,Other,62.6,0.00,False
1/31/2021 5:00:00 PM,1/31/2021 12:00:00 PM,Other Renewables,699.7,0.00,True
1/31/2021 5:00:00 PM,1/31/2021 12:00:00 PM,Solar,210.3,0.00,True
1/31/2021 5:00:00 PM,1/31/2021 12:00:00 PM,Storage,0.0,0.00,False
1/31/2021 5:00:00 PM,1/31/2021 12:00:00 PM,Wind,5873.2,0.06,True
1/31/2021 4:00:00 PM,1/31/2021 11:00:00 AM,Coal,27020.9,0.26,False
1/31/2021 4:00:00 PM,1/31/2021 11:00:00 AM,Gas,34066.9,0.33,False
1/31/2021 4:00:00 PM,1/31/2021 11:00:00 AM,Hydro,1128.4,0.01,True
1/31/2021 4:00:00 PM,1/31/2021 11:00:00 AM,Multiple Fuels,432.5,0.00,False
1/31/2021 4:00:00 PM,1/31/2021 11:00:00 AM,Nuclear,33660.2,0.33,False
1/31/2021 4:00:00 PM,1/31/2021 11:00:00 AM,Oil,176.5,0.00,False
